"","Koa root","Olapa root","Grass root","Ohia root","Kolea root","Akala root","Soil"
"ASV269",0,0,0,0,0,8,0
"ASV27",0,3,0,0,0,0,1535
"ASV270",0,2,0,0,0,0,0
"ASV272",3,0,0,0,0,0,0
"ASV274",0,2,0,0,0,0,0
"ASV275",0,0,0,2,0,0,0
"ASV276",0,0,0,0,0,0,4
"ASV28",0,0,0,4,0,0,0
"ASV280",0,0,0,6,0,0,14
"ASV282",0,0,0,0,1,0,0
"ASV285",0,0,0,0,0,0,8
"ASV287",0,11,0,0,0,0,0
"ASV289",2,0,0,0,0,0,0
"ASV29",0,0,0,0,100,0,0
"ASV294",0,0,6,0,0,0,0
"ASV296",0,0,0,0,0,0,4
"ASV297",0,0,0,0,0,0,8
"ASV299",0,0,0,0,0,0,9
"ASV300",0,0,0,0,0,0,109
"ASV303",0,3,0,0,0,0,0
"ASV304",2,0,0,0,0,0,0
"ASV307",0,0,0,0,1,0,0
"ASV308",0,0,0,0,1,0,0
"ASV311",0,0,2,0,0,0,0
"ASV312",0,0,0,0,0,0,10
"ASV313",0,0,2,0,0,0,0
"ASV314",0,0,0,0,11,0,0
"ASV317",0,0,0,2,0,0,0
"ASV319",0,0,0,0,4,0,0
"ASV321",0,0,1,0,0,0,0
"ASV322",0,0,0,0,6,0,0
"ASV330",0,0,0,0,0,0,824
"ASV34",0,0,2,0,0,0,0
"ASV347",0,0,0,0,0,0,26
"ASV348",0,0,216,0,0,0,0
"ASV35",0,0,1,0,0,0,0
"ASV350",0,0,0,0,0,0,154
"ASV351",0,0,0,0,19,0,0
"ASV352",0,0,34,0,0,0,330
"ASV353",21,0,55,0,121,0,0
"ASV356",0,0,0,0,0,0,163
"ASV357",0,0,0,0,0,0,75
"ASV359",0,0,0,0,0,0,9
"ASV360",0,6,0,0,0,0,0
"ASV361",0,0,0,0,120,0,0
"ASV364",0,0,0,0,0,0,382
"ASV365",0,0,0,0,0,0,1
"ASV368",680,799,2562,857,2318,510,68142
"ASV37",565,396,366,621,767,258,9856
"ASV370",35,161,63,103,117,21,0
"ASV372",155,497,474,291,1023,177,6265
"ASV376",0,0,0,0,44,0,0
"ASV377",0,0,0,0,67,0,0
"ASV378",246,490,226,587,334,286,4063
"ASV38",0,0,0,0,0,15,0
"ASV380",0,0,0,0,0,0,1359
"ASV382",0,0,0,0,0,0,3215
"ASV383",165,222,305,393,408,94,2716
"ASV386",0,9,0,0,0,0,0
"ASV387",0,0,0,0,73,0,0
"ASV388",0,0,0,0,103,0,0
"ASV39",0,0,0,0,0,4,0
"ASV392",977,1930,1353,1521,3581,770,36549
"ASV393",0,0,0,0,0,7,0
"ASV396",0,0,0,0,9,0,0
"ASV398",56,96,4483,58,238,227,31002
"ASV399",0,0,0,0,25,0,0
"ASV402",0,0,71,0,32,4,583
"ASV403",0,0,0,0,1,0,5
"ASV406",0,0,0,0,0,0,17
"ASV409",0,0,0,0,5,0,0
"ASV412",0,0,0,0,0,4,0
"ASV413",0,5,0,0,0,0,0
"ASV418",1,0,0,0,0,0,0
"ASV42",0,0,0,0,132,0,0
"ASV422",0,0,0,0,0,0,2
"ASV423",3,0,0,0,0,0,0
"ASV429",0,0,0,4,0,0,0
"ASV43",0,0,0,0,22,0,0
"ASV431",0,1,0,0,0,0,0
"ASV434",0,0,0,0,0,2,0
"ASV438",0,0,8,0,0,0,0
"ASV44",0,0,0,0,0,0,17
"ASV440",11,48,3,9,128,10,87
"ASV441",0,11,0,0,0,0,0
"ASV442",0,0,0,0,0,3,0
"ASV443",0,0,0,0,0,0,15
"ASV445",0,0,0,0,0,0,109
"ASV448",0,0,0,0,0,0,43
"ASV451",6,0,3,0,2,0,94
"ASV453",2,0,29,4,23,33,980
"ASV455",0,0,0,0,0,0,7
"ASV457",0,0,0,0,0,0,7
"ASV460",0,0,0,0,0,0,19
"ASV462",0,0,0,15,0,0,25
"ASV463",0,0,0,0,0,0,44
"ASV465",0,0,0,0,3,0,0
"ASV467",0,0,0,0,0,0,19
"ASV469",0,0,0,0,22,0,0
"ASV471",106,0,0,0,2,4,867
"ASV472",0,24,0,0,0,0,0
"ASV474",3,0,0,0,0,0,0
"ASV481",0,0,2,0,0,0,0
"ASV483",0,0,0,1,0,0,0
"ASV485",0,0,0,0,0,0,2
"ASV487",0,0,0,0,0,0,5
"ASV49",0,1,0,0,0,0,0
"ASV490",0,0,0,0,0,0,39
"ASV495",0,11,0,0,0,0,0
"ASV496",0,0,0,0,0,2,0
"ASV498",2,8,13,0,14,0,61
"ASV499",0,0,0,0,0,0,7
"ASV500",0,0,0,0,0,0,2
"ASV504",0,0,0,0,672,0,0
"ASV508",0,0,0,0,42,0,0
"ASV509",0,0,3,0,0,0,0
"ASV511",0,0,0,0,300,0,0
"ASV512",0,0,0,0,479,0,0
"ASV513",0,0,0,0,5,0,0
"ASV516",0,0,0,0,0,1,0
"ASV517",0,0,10,0,0,104,0
"ASV518",0,8,0,0,0,0,0
"ASV519",51,8,114,14,0,1888,0
"ASV520",0,0,0,0,47,0,0
"ASV521",0,0,0,0,25,0,0
"ASV522",0,0,0,0,0,39,0
"ASV525",0,0,0,0,4,0,0
"ASV526",0,0,0,6,0,0,0
"ASV527",9,0,0,0,6,0,0
"ASV528",0,0,0,0,25,0,0
"ASV530",0,0,0,0,28,0,0
"ASV531",0,0,0,0,2,0,0
"ASV532",0,0,0,0,23,0,0
"ASV534",9,15,37,13,16,5,0
"ASV542",0,0,103,0,0,0,0
"ASV545",0,0,17,0,0,0,0
"ASV547",0,0,7,0,0,1,0
"ASV549",0,0,1,0,0,1,0
"ASV550",0,0,138,0,0,0,0
"ASV551",0,0,86,0,0,0,0
"ASV556",0,75,0,0,0,42,0
"ASV558",49,8,0,27,0,0,0
"ASV56",0,0,0,0,3,0,0
"ASV563",1167,84,0,707,0,62,0
"ASV564",133,308,58,346,0,0,0
"ASV565",0,0,0,86,0,0,0
"ASV575",0,0,0,0,8,0,6
"ASV576",0,0,0,0,0,0,10
"ASV577",0,0,0,0,0,0,24
"ASV578",0,0,0,0,0,0,7
"ASV585",0,0,0,0,0,0,2
"ASV587",0,0,0,0,8,0,0
"ASV590",0,0,0,0,0,0,9
"ASV592",6,5,0,0,29,3,1823
"ASV594",0,0,0,0,9,0,0
"ASV595",2,0,0,0,0,0,0
"ASV597",0,0,0,0,0,0,5
"ASV599",0,0,0,0,0,0,11
"ASV600",0,0,0,0,0,0,4
"ASV601",0,0,0,0,6,0,5
"ASV602",0,0,0,0,21,0,0
"ASV603",0,0,0,0,8,0,0
"ASV607",0,0,2,0,0,0,0
"ASV608",0,0,1,0,4,0,187
"ASV611",0,0,0,0,0,0,5
"ASV612",0,0,6,2,0,0,38
"ASV613",0,0,0,0,2,0,0
"ASV614",5,3,0,0,0,0,16
"ASV616",0,0,0,0,0,0,9
"ASV618",0,0,0,0,0,0,106
"ASV619",0,0,0,0,0,0,17
"ASV620",0,0,0,0,170,0,72
"ASV621",0,0,0,8,0,0,28
"ASV622",0,0,0,0,0,0,8
"ASV624",0,0,0,0,0,0,41
"ASV625",0,0,0,0,0,0,16
"ASV627",0,0,0,0,3,0,0
"ASV628",0,0,0,0,0,0,2
"ASV629",0,0,0,0,0,2,0
"ASV630",0,0,0,0,2,2,241
"ASV631",0,0,0,0,0,0,7
"ASV632",0,0,0,0,6,0,0
"ASV635",0,0,0,0,0,0,8
"ASV637",0,0,0,0,0,0,10
"ASV638",0,0,0,0,15,0,0
"ASV639",0,0,0,0,3,0,8
"ASV640",0,0,0,0,0,0,68
"ASV642",2,0,0,0,0,0,15
"ASV645",0,2,0,0,0,0,14
"ASV646",0,0,0,5,0,0,0
"ASV648",0,0,0,0,10,0,13
"ASV649",2,0,23,1,4,0,769
"ASV651",0,0,0,0,0,0,4
"ASV653",0,0,0,0,0,0,9
"ASV656",4,0,0,0,0,0,0
"ASV658",0,0,0,0,0,0,9
"ASV660",0,0,0,0,0,0,25
"ASV664",0,0,0,0,0,0,12
"ASV669",0,0,0,0,6,0,0
"ASV672",0,0,0,1,0,0,0
"ASV673",0,0,0,0,0,0,4
"ASV674",0,9,0,0,0,0,571
"ASV675",0,0,0,0,0,0,3
"ASV677",0,0,0,0,3,0,0
"ASV679",0,0,1,0,0,0,0
"ASV68",0,0,0,0,0,0,8
"ASV681",0,0,45,11,0,0,0
"ASV682",0,0,0,0,9,0,0
"ASV684",5,0,0,0,0,0,0
"ASV685",0,0,0,0,6,0,0
"ASV691",0,0,0,0,0,0,102
"ASV692",4,12,0,36,305,0,196
"ASV693",0,24,0,0,0,0,0
"ASV696",0,6,0,0,0,0,8
"ASV697",0,0,4,0,0,0,0
"ASV698",0,0,4,0,0,0,0
"ASV704",0,0,0,0,16,0,0
"ASV706",11,0,0,0,0,0,0
"ASV708",0,0,0,0,0,0,7
"ASV71",0,0,0,0,0,0,8
"ASV712",0,0,0,0,3,0,0
"ASV713",0,0,0,0,0,1,0
"ASV714",0,0,47,0,0,10,54
"ASV715",2,0,0,0,6,0,0
"ASV717",0,0,0,0,49,0,0
"ASV72",0,0,0,0,0,0,19
"ASV720",0,0,0,0,9,0,0
"ASV723",18,9,23,0,26,0,0
"ASV724",0,0,0,0,13,0,0
"ASV727",0,0,9,0,0,0,0
"ASV73",0,0,0,0,0,0,9
"ASV736",77,65,343,52,34,56,530
"ASV738",0,0,0,0,0,0,14
"ASV74",0,0,0,0,0,0,9
"ASV743",3,0,4,0,0,0,0
"ASV745",0,0,0,2,0,0,0
"ASV748",0,0,0,0,51,0,4
"ASV751",0,0,0,0,25,0,0
"ASV752",0,0,7,0,0,0,0
"ASV755",0,0,0,0,0,0,3
"ASV757",0,0,0,6,0,1,23
"ASV758",0,0,0,0,0,0,10
"ASV759",0,0,0,0,0,0,9
"ASV76",0,0,0,0,0,0,20
"ASV760",0,0,0,0,0,0,4
"ASV761",0,0,0,0,0,0,9
"ASV762",0,0,11,0,0,0,0
"ASV763",0,0,0,0,0,0,35
"ASV764",7,0,14,0,0,0,0
"ASV765",7,0,0,147,0,0,0
"ASV766",0,33,42,15,0,0,71
"ASV767",0,14,0,15,0,6,13
"ASV768",0,0,13,0,0,0,0
"ASV769",0,0,31,0,0,0,6
"ASV771",0,0,2,0,0,0,0
"ASV772",0,12,0,0,22,0,16
"ASV777",0,0,3,0,0,0,0
"ASV778",0,0,0,0,0,0,60
"ASV779",16,8,0,0,8,4,0
"ASV78",4,0,0,0,0,0,22
"ASV780",14,59,0,0,94,2,0
"ASV782",0,0,0,0,13,0,0
"ASV783",0,0,2,0,0,0,0
"ASV786",0,0,0,0,0,0,2
"ASV790",0,0,38,0,0,0,0
"ASV794",0,18,0,0,62,0,0
"ASV795",0,0,0,0,0,6,0
"ASV796",0,0,0,0,0,0,20
"ASV797",0,0,0,0,2,0,0
"ASV798",0,0,2,0,0,0,0
"ASV799",0,0,0,2,0,6,0
"ASV800",0,0,2,0,0,0,0
"ASV801",0,0,3,0,0,0,0
"ASV806",0,0,0,0,0,0,19
"ASV807",0,0,8,0,0,0,0
"ASV808",0,0,5,0,8,0,0
"ASV809",0,0,0,0,56,0,0
"ASV81",0,0,0,0,8,0,0
"ASV810",0,0,0,0,69,0,0
"ASV811",16,0,6,0,0,0,0
"ASV814",0,0,0,5,0,0,0
"ASV815",0,0,0,0,28,0,0
"ASV816",0,0,0,0,2,0,0
"ASV819",0,0,0,5,0,0,0
"ASV82",0,0,1,0,0,0,0
"ASV820",0,0,0,0,13,0,0
"ASV821",0,0,0,0,12,0,0
"ASV822",0,0,17,0,0,0,0
"ASV825",0,0,0,8,0,0,0
"ASV829",3,0,0,0,0,0,0
"ASV83",8,0,11,0,6,10,18
"ASV830",6,0,0,9,0,11,0
"ASV831",27,0,15,0,0,0,0
"ASV833",0,0,0,0,14,0,0
"ASV836",57,0,3,0,0,0,0
"ASV838",0,0,20,0,0,0,0
"ASV840",0,0,8,0,0,0,3
"ASV841",0,0,34,0,0,0,0
"ASV844",0,0,0,0,0,0,9
"ASV845",0,0,0,0,0,0,2
"ASV846",0,1,0,0,0,0,0
"ASV847",0,0,0,0,0,0,6
"ASV848",0,6,0,0,0,0,7
"ASV849",0,16,0,0,0,0,0
"ASV85",0,0,0,0,0,0,33
"ASV850",0,3,0,0,0,0,0
"ASV851",0,0,0,0,6,0,0
"ASV853",0,0,0,0,5,0,0
"ASV86",0,0,0,0,0,0,14
"ASV860",0,0,0,2,0,0,0
"ASV861",0,2,0,0,0,0,0
"ASV862",0,1,0,0,1,0,0
"ASV863",0,0,0,0,0,0,14
"ASV864",0,0,0,0,0,0,4
"ASV865",0,0,0,0,0,0,153
"ASV866",0,0,0,0,0,0,20
"ASV87",0,0,0,0,16,2,38
"ASV871",0,0,0,0,0,0,21
"ASV872",0,0,3,0,0,0,13
"ASV873",0,0,0,0,3,0,7
"ASV874",0,0,3,0,0,0,0
"ASV876",11,0,14,0,0,0,0
"ASV877",4,16,0,41,60,0,279
"ASV878",0,0,0,0,0,0,7
"ASV879",0,0,0,0,0,0,51
"ASV88",0,0,12,0,21,5,652
"ASV880",0,0,19,0,3,0,0
"ASV881",0,0,0,0,0,0,72
"ASV884",0,0,6,0,5,5,687
"ASV885",0,0,0,0,0,0,95
"ASV886",0,0,0,0,0,0,4
"ASV887",0,0,0,0,0,0,63
"ASV889",0,0,0,0,0,0,5
"ASV89",4,25,0,0,0,0,75
"ASV890",0,0,0,0,0,0,39
"ASV891",0,0,0,0,0,0,89
"ASV892",0,0,2,0,0,0,0
"ASV893",0,0,0,0,0,0,3
"ASV895",0,0,0,0,0,0,69
"ASV898",0,1,0,0,0,0,0
"ASV90",0,0,0,0,18,0,0
"ASV903",0,0,0,0,0,1,0
"ASV904",0,0,0,0,4,0,0
"ASV906",2,0,0,0,0,0,0
"ASV907",0,0,0,5,0,0,0
"ASV912",0,2,0,0,0,0,0
"ASV913",0,0,0,0,3,0,0
"ASV917",0,0,0,0,28,0,0
"ASV918",0,0,0,0,0,1,0
"ASV92",0,15,0,0,27,3,443
"ASV920",7,0,0,0,0,0,0
"ASV921",0,0,0,0,0,0,113
"ASV922",0,0,12,0,0,0,0
"ASV923",0,0,0,0,16,0,0
"ASV924",0,0,0,0,0,2,476
"ASV925",0,0,0,0,0,0,41
"ASV926",71,73,91,21,417,48,4302
"ASV927",0,0,0,0,10,0,0
"ASV928",0,0,0,0,27,0,0
"ASV93",0,0,0,13,0,0,50
"ASV933",1,0,0,0,0,0,0
"ASV937",1,0,0,0,0,0,0
"ASV94",9,2,0,1,0,0,0
"ASV940",0,0,2,0,0,0,0
"ASV943",3,0,0,0,0,0,0
"ASV944",0,0,0,0,7,0,0
"ASV945",0,0,40,0,0,80,1044
"ASV948",0,0,0,0,0,0,122
"ASV949",12,0,0,0,0,4,120
"ASV950",9,0,0,0,0,0,50
"ASV951",0,0,0,0,0,0,43
"ASV952",66,0,0,0,0,32,530
"ASV953",0,0,0,0,0,0,395
"ASV954",0,0,0,0,0,30,204
"ASV958",3,0,1,0,29,7,1134
"ASV959",0,0,0,0,17,0,0
"ASV96",0,0,0,0,0,0,26
"ASV960",4,0,0,0,0,0,0
"ASV964",0,0,0,0,11,0,15
"ASV966",0,0,0,5,0,84,23
"ASV968",0,0,0,0,0,31,0
"ASV969",0,0,0,4,0,0,0
"ASV97",0,0,0,0,0,3,0
"ASV971",0,0,6,0,0,0,0
"ASV972",0,0,0,0,42,0,0
"ASV975",0,0,0,0,20,0,0
"ASV979",110,26,34,6,60,15,687
"ASV98",0,0,1,0,0,0,0
"ASV985",0,0,0,0,0,0,8
"ASV986",0,0,22,0,0,0,16
"ASV989",0,0,11,0,0,22,315
"ASV99",0,0,0,0,0,0,34
"ASV991",0,0,0,0,0,0,29
"ASV992",0,0,0,0,0,0,57
"ASV993",0,0,0,0,0,0,26
"ASV998",0,0,5,0,0,0,0
